Abies,4-1KaBP,-0.01,-0.11,0.08,N.S.,0.09,0.05,0.14,N.S.,No Movement,-0.01,-0.11,0.08,N.S.,0.09,0.05,0.14,N.S.,No Movement,0.01,0,0.02,0.07,0.05,0.09,0.01,0,0.02,0.07,0.05,0.09,
Abies,7-4KaBP,0.12,0.04,0.2,N.S.,0.13,0.08,0.19,N.S.,No Movement,0.12,0.04,0.2,N.S.,0.13,0.08,0.19,N.S.,No Movement,0,-0.06,0.06,0.19,0.1,0.28,0,-0.06,0.06,0.19,0.1,0.28,
Abies,10-7KaBP,0.62,0.48,0.77,**,0.9,0.7,1.1,***,North-Expansion,0.62,0.48,0.77,**,0.9,0.7,1.1,***,North-Expansion,0.33,0.21,0.45,0.26,0.18,0.34,0.33,0.21,0.45,0.26,0.18,0.34,
Abies,12-10KaBP,1.69,1.34,2.04,***,1.88,1.64,2.12,*,North-Expansion,1.69,1.34,2.04,***,1.88,1.64,2.12,*,North-Expansion,0.87,0.71,1.04,1.14,0.9,1.37,0.87,0.71,1.04,1.14,0.9,1.37,
Abies,14-12KaBP,0.71,0.41,1,N.S.,0.83,0.66,1,**,North-Expansion,0.71,0.41,1,N.S.,0.83,0.66,1,**,North-Expansion,-0.25,-0.47,-0.03,0.32,0.13,0.52,-0.25,-0.47,-0.03,0.32,0.13,0.52,
Abies,16-14KaBP,1.05,0.68,1.43,**,0.72,0.57,0.87,*,North-Contraction,1.05,0.68,1.43,**,0.72,0.57,0.87,*,North-Contraction,-0.06,-0.22,0.1,0.24,0.16,0.31,-0.06,-0.22,0.1,0.24,0.16,0.31,
Acer,4-1KaBP,0.01,-0.07,0.09,N.S.,-0.08,-0.18,0.02,N.S.,No Movement,0.01,-0.07,0.09,N.S.,-0.08,-0.18,0.02,N.S.,No Movement,0.02,-0.01,0.06,0.05,0.01,0.08,0.02,-0.01,0.06,0.05,0.01,0.08,
Acer,7-4KaBP,0.09,0,0.17,N.S.,0.05,-0.04,0.14,N.S.,No Movement,0.09,0,0.17,N.S.,0.05,-0.04,0.14,N.S.,No Movement,-0.01,-0.05,0.03,0.14,0.09,0.2,-0.01,-0.05,0.03,0.14,0.09,0.2,
Acer,10-7KaBP,0.62,0.45,0.78,***,0.71,0.58,0.84,***,North-Expansion,0.62,0.45,0.78,***,0.71,0.58,0.84,***,North-Expansion,0.08,-0.01,0.16,0.38,0.26,0.49,0.08,-0.01,0.16,0.38,0.26,0.49,
Acer,12-10KaBP,0.74,0.53,0.95,*,1.68,1.51,1.84,N.S.,North-Contraction,0.74,0.53,0.95,*,1.68,1.51,1.84,N.S.,North-Contraction,0.32,0.17,0.48,1.01,0.83,1.2,0.32,0.17,0.48,1.01,0.83,1.2,
Acer,14-12KaBP,1.59,1.34,1.84,***,1.55,1.09,2.01,***,North-Contraction,1.59,1.34,1.84,***,1.55,1.09,2.01,***,North-Contraction,0.5,0.16,0.83,0.59,0.45,0.72,0.5,0.16,0.83,0.59,0.45,0.72,
Acer,16-14KaBP,0.53,0.37,0.69,N.S.,0.78,0.54,1.03,*,North-Expansion,0.53,0.37,0.69,N.S.,0.78,0.54,1.03,*,North-Expansion,0.16,0.03,0.29,0.17,0.1,0.23,0.16,0.03,0.29,0.17,0.1,0.23,
Alnus,4-1KaBP,0.11,-0.01,0.23,N.S.,0.15,0,0.3,N.S.,No Movement,0.11,-0.01,0.23,N.S.,0.15,0,0.3,N.S.,No Movement,0.04,0.02,0.06,0.13,0.1,0.16,0.04,0.02,0.06,0.13,0.1,0.16,
Alnus,7-4KaBP,0.37,0.25,0.49,*,0.75,0.54,0.96,N.S.,North-Contraction,0.37,0.25,0.49,*,0.75,0.54,0.96,N.S.,North-Contraction,0.05,0.01,0.09,0.13,0.1,0.16,0.05,0.01,0.09,0.13,0.1,0.16,
Alnus,10-7KaBP,0.57,0.4,0.73,*,1.6,1.31,1.88,***,North-Expansion,0.57,0.4,0.73,*,1.6,1.31,1.88,***,North-Expansion,0.21,0.16,0.26,0.31,0.24,0.38,0.21,0.16,0.26,0.31,0.24,0.38,
Alnus,12-10KaBP,1.33,0.88,1.77,N.S.,1.53,1.15,1.92,**,North-Expansion,1.33,0.88,1.77,N.S.,1.53,1.15,1.92,**,North-Expansion,0.31,0.2,0.42,0.69,0.55,0.83,0.31,0.2,0.42,0.69,0.55,0.83,
Alnus,14-12KaBP,0.89,0.61,1.17,*,0.97,0.7,1.24,N.S.,North-Contraction,0.89,0.61,1.17,*,0.97,0.7,1.24,N.S.,North-Contraction,0.15,-0.04,0.33,0.39,0.22,0.55,0.15,-0.04,0.33,0.39,0.22,0.55,
Alnus,16-14KaBP,-0.23,-0.48,0.01,*,0.92,0.57,1.27,N.S.,South-Expansion,-0.23,-0.48,0.01,*,0.92,0.57,1.27,N.S.,South-Expansion,0.19,0.11,0.28,0.44,0.35,0.54,0.19,0.11,0.28,0.44,0.35,0.54,
Betula,4-1KaBP,0.02,-0.07,0.1,*,0.2,0.08,0.32,N.S.,North-Contraction,0.02,-0.07,0.1,*,0.2,0.08,0.32,N.S.,North-Contraction,0.03,0.01,0.06,0.09,0.07,0.12,0.03,0.01,0.06,0.09,0.07,0.12,
Betula,7-4KaBP,-0.03,-0.16,0.11,**,-0.09,-0.21,0.03,N.S.,South-Expansion,-0.03,-0.16,0.11,**,-0.09,-0.21,0.03,N.S.,South-Expansion,0.07,0.05,0.1,0.06,0.05,0.08,0.07,0.05,0.1,0.06,0.05,0.08,
Betula,10-7KaBP,-0.03,-0.19,0.13,***,0.95,0.72,1.19,***,Overall-Expansion,-0.03,-0.19,0.13,***,0.95,0.72,1.19,***,Overall-Expansion,0.14,0.1,0.18,0.17,0.13,0.22,0.14,0.1,0.18,0.17,0.13,0.22,
Betula,12-10KaBP,0.08,-0.1,0.26,N.S.,0.34,0.16,0.51,N.S.,No Movement,0.08,-0.1,0.26,N.S.,0.34,0.16,0.51,N.S.,No Movement,0.31,0.21,0.41,0.23,0.16,0.3,0.31,0.21,0.41,0.23,0.16,0.3,
Betula,14-12KaBP,0.14,-0.11,0.39,***,0.77,0.53,1.02,***,North-Expansion,0.14,-0.11,0.39,***,0.77,0.53,1.02,***,North-Expansion,-0.06,-0.14,0.03,0.2,0.1,0.3,-0.06,-0.14,0.03,0.2,0.1,0.3,
Betula,16-14KaBP,0.48,0.27,0.68,***,0.51,0.32,0.71,*,North-Expansion,0.48,0.27,0.68,***,0.51,0.32,0.71,*,North-Expansion,0.39,0.3,0.49,0.3,0.25,0.35,0.39,0.3,0.49,0.3,0.25,0.35,
Carya,4-1KaBP,0.06,-0.01,0.13,N.S.,-0.07,-0.14,-0.01,N.S.,No Movement,0.06,-0.01,0.13,N.S.,-0.07,-0.14,-0.01,N.S.,No Movement,0.09,0.03,0.16,0.09,0.05,0.13,0.09,0.03,0.16,0.09,0.05,0.13,
Carya,7-4KaBP,0.01,-0.08,0.1,N.S.,-0.17,-0.26,-0.08,N.S.,No Movement,0.01,-0.08,0.1,N.S.,-0.17,-0.26,-0.08,N.S.,No Movement,0.04,-0.02,0.11,0.14,0.1,0.18,0.04,-0.02,0.11,0.14,0.1,0.18,
Carya,10-7KaBP,0.11,-0.01,0.22,N.S.,0.15,-0.03,0.33,***,North-Expansion,0.11,-0.01,0.22,N.S.,0.15,-0.03,0.33,***,North-Expansion,0.1,0.04,0.15,0.13,0.08,0.18,0.1,0.04,0.15,0.13,0.08,0.18,
Carya,12-10KaBP,-0.12,-0.46,0.21,***,0.7,0.41,0.99,N.S.,South-Expansion,-0.12,-0.46,0.21,***,0.7,0.41,0.99,N.S.,South-Expansion,0.24,0.09,0.38,0.75,0.58,0.93,0.24,0.09,0.38,0.75,0.58,0.93,
Carya,14-12KaBP,-0.2,-0.44,0.04,N.S.,0.29,0.1,0.49,***,North-Expansion,-0.2,-0.44,0.04,N.S.,0.29,0.1,0.49,***,North-Expansion,0.21,-0.17,0.6,0.52,0.42,0.61,0.21,-0.17,0.6,0.52,0.42,0.61,
Carya,16-14KaBP,0.33,-0.35,1.01,***,-1.11,-1.43,-0.8,**,Overall-Contraction,0.33,-0.35,1.01,***,-1.11,-1.43,-0.8,**,Overall-Contraction,0.03,-0.03,0.09,0.36,0.21,0.51,0.03,-0.03,0.09,0.36,0.21,0.51,
Castanea,4-1KaBP,-0.07,-0.18,0.04,N.S.,0.14,0.06,0.23,N.S.,No Movement,-0.07,-0.18,0.04,N.S.,0.14,0.06,0.23,N.S.,No Movement,0.03,-0.04,0.1,0.05,0.01,0.09,0.03,-0.04,0.1,0.05,0.01,0.09,
Castanea,7-4KaBP,-0.03,-0.17,0.11,N.S.,0.09,-0.11,0.28,N.S.,No Movement,-0.03,-0.17,0.11,N.S.,0.09,-0.11,0.28,N.S.,No Movement,0.07,-0.03,0.17,0.07,0.03,0.11,0.07,-0.03,0.17,0.07,0.03,0.11,
Castanea,10-7KaBP,0.18,0.01,0.36,**,0.95,0.69,1.21,*,North-Expansion,0.18,0.01,0.36,**,0.95,0.69,1.21,*,North-Expansion,0.09,0,0.17,0.09,0.03,0.14,0.09,0,0.17,0.09,0.03,0.14,
Celtis,10-7KaBP,0.23,-0.06,0.53,N.S.,0.02,-0.28,0.31,N.S.,No Movement,0.23,-0.06,0.53,N.S.,0.02,-0.28,0.31,N.S.,No Movement,0.06,-0.02,0.14,0.07,0.01,0.13,0.06,-0.02,0.14,0.07,0.01,0.13,
Cephalanthus,4-1KaBP,-0.01,-0.08,0.06,N.S.,-0.12,-0.17,-0.08,N.S.,No Movement,-0.01,-0.08,0.06,N.S.,-0.12,-0.17,-0.08,N.S.,No Movement,0.11,0.05,0.17,0.05,0,0.1,0.11,0.05,0.17,0.05,0,0.1,
Cephalanthus,7-4KaBP,0.11,0,0.21,N.S.,-0.07,-0.18,0.04,N.S.,No Movement,0.11,0,0.21,N.S.,-0.07,-0.18,0.04,N.S.,No Movement,0.07,-0.01,0.15,0.06,0.03,0.09,0.07,-0.01,0.15,0.06,0.03,0.09,
Cephalanthus,10-7KaBP,0.91,0.62,1.2,N.S.,-0.18,-0.42,0.06,N.S.,No Movement,0.91,0.62,1.2,N.S.,-0.18,-0.42,0.06,N.S.,No Movement,0.03,0.01,0.06,0.1,0.06,0.14,0.03,0.01,0.06,0.1,0.06,0.14,
Corylus,4-1KaBP,0.06,-0.15,0.28,*,-0.23,-0.44,-0.02,N.S.,North-Contraction,0.06,-0.15,0.28,*,-0.23,-0.44,-0.02,N.S.,North-Contraction,0.04,0.01,0.07,0.09,0.05,0.13,0.04,0.01,0.07,0.09,0.05,0.13,
Corylus,7-4KaBP,0.63,0.35,0.9,N.S.,0.27,-0.16,0.7,N.S.,No Movement,0.63,0.35,0.9,N.S.,0.27,-0.16,0.7,N.S.,No Movement,0.07,0.01,0.12,0.14,0.08,0.19,0.07,0.01,0.12,0.14,0.08,0.19,
Corylus,10-7KaBP,-0.28,-0.52,-0.04,*,0.62,0.35,0.9,N.S.,South-Expansion,-0.28,-0.52,-0.04,*,0.62,0.35,0.9,N.S.,South-Expansion,0.02,-0.01,0.05,0.18,0.1,0.25,0.02,-0.01,0.05,0.18,0.1,0.25,
Corylus,12-10KaBP,0.77,0.41,1.14,N.S.,0.5,0.14,0.86,N.S.,No Movement,0.77,0.41,1.14,N.S.,0.5,0.14,0.86,N.S.,No Movement,0.43,0.28,0.58,0.8,0.59,1,0.43,0.28,0.58,0.8,0.59,1,
Corylus,14-12KaBP,0.62,0.16,1.08,N.S.,0.62,0.21,1.02,N.S.,No Movement,0.62,0.16,1.08,N.S.,0.62,0.21,1.02,N.S.,No Movement,-0.09,-0.25,0.08,0.61,0.47,0.74,-0.09,-0.25,0.08,0.61,0.47,0.74,
Corylus,16-14KaBP,0.13,-0.03,0.3,N.S.,0.21,-0.03,0.44,***,North-Expansion,0.13,-0.03,0.3,N.S.,0.21,-0.03,0.44,***,North-Expansion,0.2,0.12,0.28,0.32,0.26,0.38,0.2,0.12,0.28,0.32,0.26,0.38,
Fagus,4-1KaBP,-0.13,-0.23,-0.03,***,0.02,-0.05,0.09,*,Overall-Expansion,-0.13,-0.23,-0.03,***,0.02,-0.05,0.09,*,Overall-Expansion,0,-0.04,0.05,0.09,0.04,0.14,0,-0.04,0.05,0.09,0.04,0.14,
Fagus,7-4KaBP,0.34,0.21,0.47,**,0,-0.06,0.06,N.S.,North-Contraction,0.34,0.21,0.47,**,0,-0.06,0.06,N.S.,North-Contraction,0.02,-0.02,0.05,0.13,0.07,0.18,0.02,-0.02,0.05,0.13,0.07,0.18,
Fagus,10-7KaBP,1.31,0.87,1.74,***,1.35,1.15,1.54,N.S.,North-Contraction,1.31,0.87,1.74,***,1.35,1.15,1.54,N.S.,North-Contraction,0.11,0.04,0.17,0.22,0.13,0.32,0.11,0.04,0.17,0.22,0.13,0.32,
Fagus,12-10KaBP,0.12,-0.24,0.48,N.S.,1.41,1.12,1.7,**,North-Expansion,0.12,-0.24,0.48,N.S.,1.41,1.12,1.7,**,North-Expansion,0.27,0.05,0.48,0.53,0.34,0.73,0.27,0.05,0.48,0.53,0.34,0.73,
Fagus,14-12KaBP,0.43,0.04,0.81,N.S.,0.86,0.41,1.31,***,North-Expansion,0.43,0.04,0.81,N.S.,0.86,0.41,1.31,***,North-Expansion,0.64,0.41,0.87,0.39,0.22,0.56,0.64,0.41,0.87,0.39,0.22,0.56,
Fraxinus,4-1KaBP,-0.01,-0.28,0.25,N.S.,0.01,-0.07,0.1,N.S.,No Movement,-0.01,-0.28,0.25,N.S.,0.01,-0.07,0.1,N.S.,No Movement,0.04,0,0.07,0.1,0.06,0.13,0.04,0,0.07,0.1,0.06,0.13,
Fraxinus,7-4KaBP,-0.29,-0.63,0.04,N.S.,-0.25,-0.43,-0.08,N.S.,No Movement,-0.29,-0.63,0.04,N.S.,-0.25,-0.43,-0.08,N.S.,No Movement,0.06,0.02,0.09,0.17,0.11,0.22,0.06,0.02,0.09,0.17,0.11,0.22,
Fraxinus,10-7KaBP,0.22,-0.08,0.51,N.S.,0.38,0.19,0.58,***,North-Expansion,0.22,-0.08,0.51,N.S.,0.38,0.19,0.58,***,North-Expansion,0.09,0.04,0.14,0.38,0.26,0.51,0.09,0.04,0.14,0.38,0.26,0.51,
Fraxinus,12-10KaBP,0.07,-0.25,0.39,*,1.63,1.44,1.82,***,North-Expansion,0.07,-0.25,0.39,*,1.63,1.44,1.82,***,North-Expansion,0.49,0.32,0.65,1.26,1.04,1.49,0.49,0.32,0.65,1.26,1.04,1.49,
Fraxinus,14-12KaBP,0.57,0.11,1.03,***,0.44,0.22,0.66,N.S.,North-Contraction,0.57,0.11,1.03,***,0.44,0.22,0.66,N.S.,North-Contraction,0,-0.19,0.19,0.61,0.49,0.72,0,-0.19,0.19,0.61,0.49,0.72,
Fraxinus,16-14KaBP,0.52,0.26,0.78,***,0.5,0.27,0.73,N.S.,North-Contraction,0.52,0.26,0.78,***,0.5,0.27,0.73,N.S.,North-Contraction,0.11,0.01,0.22,0.43,0.31,0.54,0.11,0.01,0.22,0.43,0.31,0.54,
Ilex,4-1KaBP,0.28,-0.2,0.76,N.S.,0.15,-0.19,0.5,N.S.,No Movement,0.28,-0.2,0.76,N.S.,0.15,-0.19,0.5,N.S.,No Movement,0.05,0.01,0.09,0.06,0.03,0.09,0.05,0.01,0.09,0.06,0.03,0.09,
Ilex,7-4KaBP,0.27,-0.07,0.61,N.S.,0.14,-0.15,0.44,N.S.,No Movement,0.27,-0.07,0.61,N.S.,0.14,-0.15,0.44,N.S.,No Movement,0.28,0.16,0.4,0.11,0.03,0.18,0.28,0.16,0.4,0.11,0.03,0.18,
Juglans,4-1KaBP,0.09,-0.11,0.28,N.S.,-0.1,-0.32,0.12,N.S.,No Movement,0.09,-0.11,0.28,N.S.,-0.1,-0.32,0.12,N.S.,No Movement,0.04,0.01,0.07,0.04,0.01,0.06,0.04,0.01,0.07,0.04,0.01,0.06,
Juglans,7-4KaBP,-0.09,-0.24,0.06,N.S.,-0.38,-0.57,-0.19,N.S.,No Movement,-0.09,-0.24,0.06,N.S.,-0.38,-0.57,-0.19,N.S.,No Movement,0.02,-0.04,0.07,0.18,0.12,0.23,0.02,-0.04,0.07,0.18,0.12,0.23,
Juglans,10-7KaBP,0.7,0.32,1.09,N.S.,0.31,0.08,0.54,N.S.,No Movement,0.7,0.32,1.09,N.S.,0.31,0.08,0.54,N.S.,No Movement,0.06,0.01,0.1,0.22,0.14,0.3,0.06,0.01,0.1,0.22,0.14,0.3,
Juglans,12-10KaBP,0.58,0.03,1.13,N.S.,1.43,1.1,1.76,**,North-Expansion,0.58,0.03,1.13,N.S.,1.43,1.1,1.76,**,North-Expansion,0.28,0.13,0.43,0.98,0.78,1.17,0.28,0.13,0.43,0.98,0.78,1.17,
Juniperus.Thuja,4-1KaBP,-0.04,-0.16,0.08,N.S.,-0.09,-0.42,0.24,*,South-Contraction,-0.04,-0.16,0.08,N.S.,-0.09,-0.42,0.24,*,South-Contraction,0.08,0.03,0.12,0.08,0.04,0.12,0.08,0.03,0.12,0.08,0.04,0.12,
Juniperus.Thuja,7-4KaBP,-0.43,-0.8,-0.07,N.S.,-0.38,-0.63,-0.13,N.S.,No Movement,-0.43,-0.8,-0.07,N.S.,-0.38,-0.63,-0.13,N.S.,No Movement,0.03,-0.07,0.13,0.12,0.06,0.19,0.03,-0.07,0.13,0.12,0.06,0.19,
Juniperus.Thuja,10-7KaBP,0.05,-0.27,0.37,**,0.33,-0.05,0.7,***,North-Expansion,0.05,-0.27,0.37,**,0.33,-0.05,0.7,***,North-Expansion,0,-0.06,0.06,0.18,0.07,0.29,0,-0.06,0.06,0.18,0.07,0.29,
Juniperus.Thuja,12-10KaBP,0.53,0.09,0.97,N.S.,0.93,0.58,1.29,N.S.,No Movement,0.53,0.09,0.97,N.S.,0.93,0.58,1.29,N.S.,No Movement,0.2,-0.06,0.46,0.83,0.49,1.17,0.2,-0.06,0.46,0.83,0.49,1.17,
Liquidambar,4-1KaBP,-0.04,-0.13,0.06,N.S.,0.13,0.07,0.2,N.S.,No Movement,-0.04,-0.13,0.06,N.S.,0.13,0.07,0.2,N.S.,No Movement,0.08,-0.01,0.16,0.15,0.06,0.23,0.08,-0.01,0.16,0.15,0.06,0.23,
